track_name,artist_name,release_date,danceability,energy,valence,tempo,loudness,acousticness,popularity
Back Up (feat. Big Sean),DeJ Loaf,2015-07-31,0.816,0.535,0.435,80.012,-8.302,0.147,58
sadder badder cooler,Tove Lo,2020-05-22,0.688,0.385,0.435,148.012,-6.877999999999999,0.131,53
Boyfriend,Mabel,2019-08-02,0.795,0.848,0.691,99.981,-3.128,0.0569,1
Memories (Drinks Bring Back),Ajay Stephens,2019-10-12,0.843,0.6,0.585,121.24,-6.095,0.444,53
Jerusalema,Master KG,2019-11-29,0.882,0.467,0.84,124.015,-7.5,0.0222,0
Vibe (If I Back It Up),Cookiee Kawaii,2019-03-29,0.754,0.568,0.175,159.947,-8.719,0.0635,57
A Window to the Past,John Williams,2004-05-25,0.212,0.0443,0.139,106.632,-24.6,0.954,57
Surrender - Martin Jensen Remix,Natalie Taylor,2020-05-22,0.6779999999999999,0.579,0.326,124.035,-7.1739999999999995,0.0652,59
Plug Walk,Rich The Kid,2018-03-30,0.8759999999999999,0.519,0.158,94.981,-6.531000000000001,0.2019999999999999,74
Rocket,Beyoncé,2014-11-24,0.495,0.4029999999999999,0.555,140.415,-9.731,0.5,60
Drenas,PEDRO,2017-12-18,0.87,0.759,0.63,129.97299999999998,-6.803999999999999,0.0733,36
Whoopty,CJ,2020-08-20,0.7190000000000001,0.648,0.66,140.201,-7.6,0.2,85
Astronaut In The Ocean,Masked Wolf,2021-01-06,0.778,0.695,0.472,149.996,-6.865,0.175,96
DÁKITI,Bad Bunny,2020-11-27,0.731,0.573,0.145,109.928,-10.059,0.401,88
Eyes Blue Like The Atlantic,Sista Prod,2019-04-25,0.736,0.2789999999999999,0.476,76.431,-16.926,0.65,0
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,2020-09-29,0.58,0.908,0.427,115.016,-5.303,0.000335,74
Primadonna (with Marc E. Bassy & Skizzy Mars),PLVTINUM,2020-10-09,0.8420000000000001,0.5760000000000001,0.2239999999999999,135.066,-6.787999999999999,0.00949,51
Lose Control,MEDUZA,2019-10-11,0.598,0.526,0.529,123.935,-8.658999999999999,0.129,83
Dance Monkey,Tones And I,2019-10-17,0.8240000000000001,0.588,0.513,98.027,-6.4,0.6920000000000001,86
Working Bitch,Ashnikko,2019-07-12,0.928,0.392,0.4539999999999999,102.023,-7.537000000000001,0.0374,65
See You Again (feat. Charlie Puth),Wiz Khalifa,2015-01-01,0.6890000000000001,0.481,0.283,80.025,-7.502999999999999,0.369,81
Personal,HRVY,2017-11-30,0.755,0.536,0.882,138.969,-5.605,0.114,73
Toss A Coin To Your Witcher,Sonya Belousova,2020-01-24,0.469,0.425,0.481,103.128,-9.474,0.92,61
Crystal Dolphin,Engelwood,2017-12-06,0.5670000000000001,0.687,0.396,128.201,-9.041,0.36,23
Yummy,Justin Bieber,2020-01-03,0.687,0.514,0.494,145.921,-6.612,0.366,74
Falling,Trevor Daniel,2018-10-05,0.785,0.431,0.236,127.085,-8.756,0.123,82
Moon,Kid Francescoli,2017-03-03,0.6629999999999999,0.6579999999999999,0.0532,117.986,-10.001,0.295,0
Make His Pockets Hurt,Lil Kayla,2019-05-09,0.931,0.684,0.2689999999999999,101.98,-4.02,0.0141,45
Snap Em Up,iLoveMemphis,2015-01-09,0.823,0.357,0.605,138.053,-15.473,0.44,28
Wish - Trippie Mix,Diplo,2018-08-10,0.561,0.8320000000000001,0.6659999999999999,93.991,-7.661,0.2319999999999999,67
Birthday Suit,Cosmo Sheldrake,2018-04-06,0.7390000000000001,0.575,0.532,62.474,-8.109,0.828,57
Good Morning,Mak Sauce,2019-06-23,0.884,0.5429999999999999,0.7829999999999999,148.037,-8.552,0.0603,0
American Boy,Estelle,2008-03-28,0.727,0.7290000000000001,0.512,117.932,-2.99,0.171,79
Chanel,Frank Ocean,2017-03-10,0.7759999999999999,0.503,0.473,110.134,-5.732,0.8740000000000001,80
Candy,Doja Cat,2019-03-01,0.6890000000000001,0.516,0.209,124.876,-5.857,0.513,57
Pretty Face,King Staccz,2019-02-08,0.857,0.527,0.528,129.843,-7.586,0.165,0
Eyes. Lips. Face.,iLL Wayno,2019-10-08,0.88,0.73,0.86,159.957,-7.007999999999999,0.0365,0
Love Songs,Kaash Paige,2018-11-19,0.654,0.367,0.489,119.986,-10.203,0.825,0
Hate Me (with Juice WRLD),Ellie Goulding,2019-06-26,0.657,0.768,0.759,75.025,-4.628,0.108,78
Bust It Open,Lil Wil,2008-06-03,0.912,0.6809999999999999,0.865,149.993,-5.974,0.0407,0
Walls Could Talk,Halsey,2017-06-02,0.626,0.423,0.5710000000000001,95.162,-6.035,0.128,75
Yes Indeed,Lil Baby,2018-05-18,0.963,0.346,0.562,119.957,-9.309,0.0355,78
Gravity,John Mayer,2006-09-11,0.753,0.326,0.237,123.799,-9.883,0.731,73
Absolutely Anything,CG5,2017-12-25,0.7140000000000001,0.892,0.6609999999999999,105.003,-2.253,0.1689999999999999,0
We're Beautiful,ABSRDST,2015-01-01,0.6509999999999999,0.7929999999999999,0.261,146.07,-5.287999999999999,0.0383,48
sex,EDEN,2016-08-19,0.413,0.521,0.532,103.391,-4.468999999999999,0.162,72
"Spooky, Scary Skeletons",Andrew Gold,1996-01-01,0.8059999999999999,0.447,0.914,77.033,-10.181,0.27,50
VALENTINO,24kGoldn,2019-01-25,0.7440000000000001,0.718,0.5489999999999999,151.09799999999998,-4.853,0.1969999999999999,63
Big Fun,Jon Eidson,2014-06-10,0.8640000000000001,0.6809999999999999,0.7340000000000001,118.061,-6.032,0.5379999999999999,54
Indigo,88rising,2019-08-13,0.8190000000000001,0.664,0.71,144.988,-5.612,0.0958,55
Breezeblocks,alt-J,2012-09-18,0.616,0.6559999999999999,0.286,150.071,-7.297999999999999,0.096,73
Lets Link,WhoHeem,2020-08-20,0.8390000000000001,0.6829999999999999,0.522,120.003,-9.232,0.00667,64
Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,2020-07-20,0.768,0.3389999999999999,0.568,76.229,-13.169,0.608,74
Still Don't Know My Name,Labrinth,2019-10-04,0.316,0.63,0.313,89.64299999999999,-5.962999999999999,0.471,81
3 Musketeers,NextYoungin,2020-07-07,0.91,0.617,0.5720000000000001,104.972,-10.234,0.258,70
Wrap Me In Plastic - Marcus Layton Radio Edit,CHROMANCE,2019-11-15,0.917,0.612,0.679,89.961,-2.1830000000000003,0.238,70
feel something,Bea Miller,2019-06-21,0.74,0.415,0.156,136.029,-8.914,0.242,77
Outside (feat. Ellie Goulding),Calvin Harris,2014-10-31,0.6459999999999999,0.823,0.418,128.035,-4.123,0.213,79
Watermelon Sugar,Harry Styles,2019-11-17,0.5479999999999999,0.816,0.557,95.39,-4.209,0.122,75
Bust Your Windows,Glee Cast,2009-11-02,0.409,0.774,0.7340000000000001,110.033,-4.716,0.606,63
M to the B,Millie B,2020-08-28,0.897,0.513,0.6920000000000001,139.935,-6.973,0.5710000000000001,0
Go Crazy,Chris Brown,2020-05-08,0.755,0.578,0.581,94.148,-8.932,0.316,83
Daisy,Ashnikko,2020-07-09,0.8340000000000001,0.6629999999999999,0.774,121.876,-6.143,0.235,79
Fall,MkX,2020-08-26,0.629,0.56,0.544,94.623,-6.456,0.0066799999999999,34
Muffins In The Freezer,Tiagz,2020-07-03,0.965,0.412,0.486,120.03,-8.696,0.0778,56
Hit My Line,PLVTINUM,2020-06-12,0.7,0.833,0.845,153.07399999999998,-4.218999999999999,0.0547,49
Nothing New,bloom,2021-03-19,0.7490000000000001,0.59,0.627,135.001,-9.386,0.221,39
Calling My Phone,Lil Tjay,2021-02-12,0.907,0.3929999999999999,0.2019999999999999,104.949,-7.636,0.451,75
Wellerman - Sea Shanty,Nathan Evans,2021-01-21,0.675,0.359,0.792,191.903,-5.157,0.614,82
Won't Bite,Doja Cat,2019-11-07,0.807,0.7829999999999999,0.5920000000000001,127.996,-3.115,0.351,73
I'm Legit,Nicki Minaj,2012-01-01,0.8590000000000001,0.746,0.5429999999999999,75.002,-3.014,0.0301,65
Just the Two of Us,"Grover Washington, Jr.",2013-08-20,0.7979999999999999,0.4029999999999999,0.563,95.835,-12.691,0.642,56
Bound 2,Kanye West,2013-06-18,0.367,0.665,0.31,148.91299999999998,-2.821,0.145,79
Up Down (Do This All Day) (feat. B.o.B),T-Pain,2014-01-01,0.777,0.497,0.465,96.994,-6.846,0.256,73
Reasons,Mimi Webb,2021-01-22,0.4029999999999999,0.539,0.1009999999999999,178.24,-9.997,0.509,67
Two®,Lil Uzi Vert,2017-08-25,0.266,0.642,0.0371,75.02199999999999,-5.132999999999999,0.424,66
Can You Feel My Heart,Bring Me The Horizon,2013-04-02,0.235,0.86,0.342,127.788,-2.842,0.0027199999999999,75
Sweet Dreams,Beyoncé,2008-11-14,0.6940000000000001,0.825,0.7879999999999999,121.949,-5.986000000000001,0.0895,64
DO A BITCH,Kali,2021-01-01,0.87,0.41,0.317,105.009,-11.034,0.0865,30
Zanzibar,Billy Joel,1978-10-13,0.589,0.46,0.705,148.172,-14.54,0.271,68
People I Don't Like,UPSAHL,2020-07-17,0.747,0.573,0.551,90.036,-6.562,0.268,72
Why'd You Only Call Me When You're High?,Arctic Monkeys,2013-09-09,0.691,0.631,0.8,92.004,-6.478,0.0483,84
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,2011-06-17,0.595,0.912,0.762,128.024,-3.428,0.0434,72
How Bizarre,OMC,1996-01-01,0.7829999999999999,0.6759999999999999,0.8240000000000001,124.922,-7.737,0.2689999999999999,58
Put Your Head On My Shoulder,Paul Anka,2000-10-03,0.547,0.335,0.474,115.838,-9.2,0.747,72
Chasing Pavements,Adele,2008-01-28,0.616,0.47,0.325,80.03,-6.0920000000000005,0.291,68
Another Love,Tom Odell,2013-09-17,0.445,0.537,0.131,122.764,-8.532,0.695,71
HOLIDAY,Lil Nas X,2020-11-13,0.81,0.511,0.8370000000000001,151.947,-6.9239999999999995,0.12,86
Rasputin - Single Version,Boney M.,1984-12-03,0.6940000000000001,0.7190000000000001,0.972,126.212,-12.734000000000002,0.47,74
It's Not The Same Anymore,Rex Orange County,2019-10-25,0.6659999999999999,0.317,0.359,117.676,-10.644,0.873,72
DRUGS,Tai Verdes,2020-10-30,0.868,0.449,0.746,106.852,-7.712999999999999,0.107,70
My Boo,Usher,2004-03-23,0.662,0.507,0.6759999999999999,86.412,-8.238,0.257,78
positions,Ariana Grande,2020-10-30,0.737,0.802,0.682,144.015,-4.771,0.4679999999999999,89
Pluto Projector,Rex Orange County,2019-10-25,0.379,0.2189999999999999,0.188,79.786,-11.196,0.7070000000000001,79
Dreams - 2004 Remaster,Fleetwood Mac,1977-02-04,0.828,0.492,0.789,120.151,-9.744,0.0644,85
DÁKITI,Bad Bunny,2020-10-30,0.731,0.573,0.145,109.928,-10.059,0.401,89
Lonely (with benny blanco),Justin Bieber,2020-10-16,0.631,0.239,0.0927,79.859,-7.071000000000001,0.8640000000000001,83
Bang!,AJR,2020-02-12,0.74,0.516,0.698,139.918,-6.233,0.0183,75
In My Room,Frank Ocean,2019-11-02,0.861,0.647,0.67,158.037,-7.425,0.594,77
Bitch From Da Souf,Latto,2019-06-19,0.82,0.433,0.352,150.071,-7.251,0.0203,57
Hold On,Gill the ILL,2021-05-04,0.6609999999999999,0.581,0.316,72.52600000000001,-6.635,0.0501,11
Telepatia,Gill the ILL,2021-05-04,0.674,0.5920000000000001,0.552,83.992,-8.115,0.355,11
Wonderwall - Female Version,Gill the ILL,2021-04-30,0.436,0.65,0.288,86.995,-5.989,0.56,5
Astronaut in the Ocean (Female Dance Remix),The Remix Guys,2021-03-19,0.888,0.885,0.6970000000000001,124.991,-3.517,0.0999,15
Relacion - Female Version,Gill the ILL,2021-03-10,0.725,0.619,0.7879999999999999,171.88299999999998,-7.661,0.273,5
She Make It Clap (Dance Version),The Remix Guys,2021-04-16,0.972,0.487,0.177,128.011,-3.633,0.0128,6
Peaches (Dance Version),The Remix Guys,2021-04-14,0.757,0.863,0.643,125.014,-3.319,0.0513,29
Montero (Call Me by Your Name) [Dance Version],The Remix Guys,2021-04-09,0.742,0.8440000000000001,0.8740000000000001,125.468,-6.655,0.0239,30
For Me (Dance Remix),The Remix Guys,2021-03-30,0.8740000000000001,0.7709999999999999,0.361,125.016,-5.122000000000001,0.0079,4
Jelly (Dance Version),The Remix Guys,2021-03-26,0.957,0.889,0.7509999999999999,124.991,-2.6460000000000004,0.0962,6
Dancing in My Room (Dance Remix),The Remix Guys,2021-03-25,0.767,0.769,0.774,124.972,-4.449,0.00211,9
Track Star (Dance Remix),The Remix Guys,2021-03-25,0.763,0.908,0.408,124.96,-3.468,0.244,9
SugarCrash! (Female Dance Remix),The Remix Guys,2021-03-19,0.8059999999999999,0.973,0.911,125.649,-2.486,0.133,9
Telepatia (Dance Remix),The Remix Guys,2021-03-16,0.913,0.69,0.722,124.977,-6.985,0.171,9
Bichota (Dance Remix),The Remix Guys,2021-03-05,0.962,0.815,0.792,125.028,-4.902,0.149,5
The Business - Female Version,Gill the ILL,2021-03-10,0.8270000000000001,0.3979999999999999,0.275,120.07,-10.121,0.0961,6
Your Love (9PM) - Female Version,Gill the ILL,2021-03-10,0.7909999999999999,0.6759999999999999,0.45,125.954,-4.481,0.0733,9
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,2015-06-02,0.728,0.62,0.885,81.99799999999999,-7.533,0.038,53
Astronaut in the Ocean - Female Version,Gill the ILL,2021-03-23,0.8490000000000001,0.573,0.287,149.986,-5.018,0.0736,26
SugarCrash! - Female Version,Gill the ILL,2021-03-23,0.8320000000000001,0.8420000000000001,0.55,97.851,-2.1630000000000003,0.518,26
Without You - Female Version,Gill the ILL,2021-03-12,0.441,0.3779999999999999,0.311,121.739,-5.3870000000000005,0.738,15
You're Mines Still - Female Version,Gill the ILL,2021-03-12,0.57,0.418,0.387,82.287,-5.827000000000001,0.241,14
Wellerman - Female Version,Gill the ILL,2021-03-12,0.754,0.108,0.5660000000000001,95.32,-13.177,0.494,32
Calling My Phone - Female Version,Gill the ILL,2021-03-10,0.8079999999999999,0.447,0.1939999999999999,105.004,-10.086,0.526,8
Dakiti - Female Version,Gill the ILL,2021-03-10,0.845,0.5,0.0589,109.985,-9.986,0.314,9
Bandido - Female Version,Gill the ILL,2021-03-10,0.6759999999999999,0.674,0.828,84.07600000000001,-4.566,0.551,8
Bebe - Female Version,Gill the ILL,2021-03-10,0.884,0.5760000000000001,0.815,129.974,-5.135,0.395,4
Chica Ideal - Female Version,Gill the ILL,2021-03-10,0.867,0.736,0.619,96.041,-4.825,0.426,5
Hawai - Female Version,Gill the ILL,2021-03-10,0.77,0.487,0.7290000000000001,90.023,-5.876,0.718,5
La Noche De Anoche - Female Version,Gill the ILL,2021-03-10,0.8809999999999999,0.6709999999999999,0.151,81.99700000000001,-4.956,0.4,4
Head and Heart - Female Version,Gill the ILL,2020-09-11,0.902,0.705,0.8059999999999999,123.019,-5.726,0.0347,43
Holiday - Female Version,Gill the ILL,2021-02-02,0.8109999999999999,0.591,0.69,151.955,-7.239,0.022,8
Lonely - Female Version,Gill the ILL,2021-02-02,0.613,0.251,0.19,80.711,-5.496,0.84,9
My Ex's Best Friend - Female Version,Gill the ILL,2021-02-02,0.879,0.516,0.486,124.99,-5.231,0.1889999999999999,7
Save Your Tears,Gill the ILL,2021-02-02,0.669,0.5770000000000001,0.257,117.977,-6.662999999999999,0.215,9
Afterglow,Gill the ILL,2021-02-02,0.586,0.337,0.544,108.055,-6.909,0.7809999999999999,6
Anyone - Female Version,Gill the ILL,2021-02-02,0.81,0.308,0.461,115.922,-8.818999999999999,0.324,10
Be Like That - Female Version,Gill the ILL,2021-02-02,0.491,0.542,0.369,82.50399999999999,-8.219,0.409,6
Diamonds - Female Version,Gill the ILL,2021-02-02,0.743,0.541,0.249,103.915,-6.891,0.425,8
Monster - Female Version,Gill the ILL,2021-02-02,0.745,0.336,0.6629999999999999,146.056,-7.26,0.0603,7
Put Your Records on - Female Version,Gill the ILL,2020-10-13,0.481,0.3939999999999999,0.15,91.549,-8.757,0.0169,15
Holy - Female Version,Gill the ILL,2020-10-12,0.79,0.524,0.273,86.88799999999999,-8.092,0.406,12
Go Crazy - Female Version,Gill the ILL,2020-09-11,0.877,0.524,0.278,93.993,-8.693999999999999,0.1969999999999999,14
Mood - Female Version,Gill the ILL,2020-09-11,0.815,0.4589999999999999,0.55,90.973,-10.084,0.081,24
The Box - Female Version,Gill the ILL,2020-09-11,0.873,0.607,0.299,117.026,-5.212999999999999,0.00419,14
Breaking Me - Female Version,Gill the ILL,2020-09-11,0.83,0.675,0.7240000000000001,122.016,-4.074,0.0169,14
One Margarita - Female Version,Gill the ILL,2020-09-11,0.667,0.677,0.422,89.801,-7.462999999999999,0.207,10
Don't Be Suspicious,Gill the ILL,2020-07-25,0.866,0.525,0.718,80.99,-11.023,0.0176,28
Savage Love (Female),Gill the ILL,2020-07-28,0.653,0.7290000000000001,0.782,149.988,-4.552,0.318,26
Someone You Loved (Female),Gill the ILL,2020-07-28,0.6890000000000001,0.532,0.624,109.957,-4.645,0.8009999999999999,23
Drivers License (Dance Remix),Remix Kingz,2021-01-20,0.763,0.5820000000000001,0.4039999999999999,128.013,-8.916,0.0393,27
Wellerman (EDM Remix),Remix Kingz,2021-01-14,0.862,0.841,0.955,124.965,-4.171,0.168,53
Pretty Girl (Tik Tok Dance Challenge) [EDM Remix],Remix Kingz,2020-02-19,0.638,0.893,0.6940000000000001,128.04399999999998,-0.6659999999999999,0.00516,48
In the End (TikTok Dance),Remix Kingz,2020-10-05,0.647,0.493,0.246,87.99799999999999,-7.196000000000001,0.8079999999999999,38
You Broke Me First (Trap Remix),Remix Kingz,2020-10-21,0.8009999999999999,0.3879999999999999,0.133,140.015,-8.501,0.1119999999999999,44
Hey Reporting Live It's Trap Bunny Bubbles (TikTok Dance),Remix Kingz,2020-09-11,0.904,0.76,0.727,135.915,-6.8229999999999995,0.472,30
Wet,DJ Challenge X,2020-11-16,0.556,0.5579999999999999,0.193,128.002,-7.805,0.0768,4
Tap In,DJ Challenge X,2020-11-16,0.954,0.355,0.128,100.042,-10.333,0.00403,19
Lets Link,DJ Challenge X,2020-11-16,0.789,0.591,0.589,119.947,-7.572,0.0426,3
Hot Girl,DJ Challenge X,2020-11-16,0.887,0.726,0.71,92.993,-4.595,0.0197,3
B.S.,DJ Challenge X,2020-11-16,0.6890000000000001,0.599,0.615,136.05100000000002,-5.975,0.24,3
Hot Girl Bummer,DJ Challenge X,2020-11-16,0.537,0.511,0.488,86.866,-5.797999999999999,0.0612,15
Something New,DJ Challenge X,2020-11-16,0.6729999999999999,0.647,0.7390000000000001,87.61399999999999,-5.433,0.257,10
Death Bed,DJ Challenge X,2020-11-16,0.848,0.482,0.624,72.002,-5.455,0.7909999999999999,5
Sunday Best,DJ Challenge X,2020-11-16,0.7490000000000001,0.68,0.858,111.842,-7.138,0.239,10
Supalonely,DJ Challenge X,2020-11-16,0.877,0.5760000000000001,0.767,128.953,-7.522,0.0848,3
Moral of the Story,DJ Challenge X,2020-11-16,0.585,0.4039999999999999,0.642,120.395,-8.297,0.821,3
Like That,DJ Challenge X,2020-11-16,0.88,0.516,0.8170000000000001,105.952,-5.22,0.2319999999999999,11
She Gon Go,DJ Challenge X,2020-11-16,0.8270000000000001,0.794,0.705,104.084,-4.1339999999999995,0.00198,10
Say So,DJ Challenge X,2020-11-16,0.901,0.647,0.922,110.964,-3.884,0.0159,11
Stupid Love,DJ Challenge X,2020-11-16,0.804,0.5660000000000001,0.632,117.954,-3.786,0.000554,2
Burnin' It Down,DJ Challenge X,2020-11-16,0.581,0.6609999999999999,0.574,135.83,-7.225,0.522,2
Shut Up,DJ Challenge X,2020-11-16,0.757,0.6509999999999999,0.376,129.981,-4.092,0.221,2
Heartless,DJ Challenge X,2020-11-16,0.667,0.636,0.353,84.977,-5.386,0.4029999999999999,2
Blinding Lights,DJ Challenge X,2020-11-16,0.649,0.561,0.861,171.02,-4.843999999999999,0.435,3
In My Feelings,DJ Challenge X,2020-11-16,0.885,0.853,0.855,91.027,-4.556,0.0475,6
Pump It Up,DJ Challenge X,2020-11-16,0.983,0.8690000000000001,0.853,129.025,-6.767,0.0456,19
Juicy,DJ Challenge X,2020-11-16,0.833,0.736,0.425,169.988,-4.4510000000000005,0.0401,4
Yummy,DJ Challenge X,2020-11-16,0.753,0.42,0.309,145.899,-5.912999999999999,0.775,3
Boyfriend,DJ Challenge X,2020-11-16,0.77,0.835,0.706,95.018,-0.2689999999999999,0.0317,6
Look at Her Now,DJ Challenge X,2020-11-16,0.57,0.5870000000000001,0.3389999999999999,151.997,-4.23,0.000914,1
Bad to You,DJ Challenge X,2020-11-16,0.779,0.476,0.256,148.05200000000002,-7.206,0.00765,2
Heartless,DJ Challenge X,2020-11-16,0.8759999999999999,0.574,0.291,110.925,-5.1080000000000005,0.181,2
All Dat,DJ Challenge X,2020-11-16,0.69,0.813,0.471,180.202,-0.6,0.0084599999999999,2
Memories,DJ Challenge X,2020-11-16,0.785,0.341,0.574,91.058,-9.891,0.389,3
Feelings,DJ Challenge X,2020-11-16,0.835,0.452,0.7340000000000001,103.004,-6.837000000000001,0.0805,2
Rules,DJ Challenge X,2020-11-16,0.662,0.745,0.818,144.165,-5.207999999999999,0.038,2
Lose You to Love Me,DJ Challenge X,2020-11-16,0.415,0.317,0.0435,89.89299999999999,-5.547999999999999,0.222,12
The Woo,DJ Challenge X,2020-11-13,0.7879999999999999,0.5660000000000001,0.292,100.046,-6.955,0.078,28
Come & Go,DJ Challenge X,2020-11-13,0.726,0.7829999999999999,0.517,144.99,-3.035,0.0413,37
Haha,DJ Challenge X,2020-11-13,0.8270000000000001,0.653,0.802,78.051,-3.664,0.0905,9
Savage Love,DJ Challenge X,2020-11-13,0.7070000000000001,0.61,0.933,105.178,-3.512,0.322,31
Whip out the Stick,DJ Challenge X,2020-11-13,0.826,0.513,0.8859999999999999,135.938,-7.558,0.175,7
Wasabi,DJ Challenge X,2020-11-13,0.815,0.6509999999999999,0.8540000000000001,118.989,-6.121,0.0343,8
King's Dead,DJ Challenge X,2020-11-13,0.8240000000000001,0.703,0.812,163.975,-7.451,0.0975,7
Savage,DJ Challenge X,2020-11-13,0.8959999999999999,0.5820000000000001,0.802,84.525,-8.288,0.0331,32
Someone You Loved,DJ Challenge X,2020-11-13,0.66,0.5529999999999999,0.7240000000000001,109.913,-4.694,0.611,13
My Truck,DJ Challenge X,2020-11-13,0.7879999999999999,0.579,0.6990000000000001,136.987,-3.389,0.237,41
LMK,DJ Challenge X,2020-11-13,0.8540000000000001,0.46,0.433,122.96,-6.247999999999999,0.2239999999999999,10
Cannibal,DJ Challenge X,2020-11-13,0.738,0.601,0.703,130.001,-5.07,0.000802,11
Mad at Disney,DJ Challenge X,2020-11-10,0.903,0.519,0.679,113.983,-6.256,0.203,25
Hood Baby,DJ Challenge X,2020-11-10,0.953,0.373,0.807,126.04,-11.593,0.262,10
Mood,DJ Challenge X,2020-11-10,0.821,0.506,0.499,90.985,-9.49,0.0327,8
Fireflies,DJ Challenge X,2020-11-10,0.6679999999999999,0.419,0.424,90.222,-8.638,0.297,7
Never Met!,DJ Challenge X,2020-11-10,0.7340000000000001,0.778,0.805,159.85399999999998,-5.587000000000001,0.0344,30
Girls in the Hood,DJ Challenge X,2020-11-10,0.893,0.495,0.722,90.038,-9.438,0.0291,4
Mood Swings,DJ Challenge X,2020-11-10,0.6409999999999999,0.586,0.429,180.041,-7.536,0.18,7
Surrender,DJ Challenge X,2020-11-10,0.485,0.2789999999999999,0.121,116.004,-7.863,0.857,5
Life's a Mess,DJ Challenge X,2020-11-10,0.593,0.59,0.264,142.999,-5.22,0.3379999999999999,3
More Happy,DJ Challenge X,2020-11-10,0.95,0.597,0.812,101.003,-7.478,0.0289,3
Rags2Riches,DJ Challenge X,2020-11-10,0.906,0.484,0.611,117.962,-8.558,0.163,2
Hatchback,DJ Challenge X,2020-11-10,0.7490000000000001,0.8420000000000001,0.539,78.02,-4.742,0.0664,4
Cars with the Boom,DJ Challenge X,2020-11-10,0.902,0.7659999999999999,0.8959999999999999,119.024,-6.834,0.00455,22
Kream,DJ Challenge X,2020-11-10,0.9,0.441,0.42,86.986,-6.638999999999999,0.00971,4
Tell Me U Luv Me,DJ Challenge X,2020-11-10,0.728,0.5720000000000001,0.226,127.901,-5.457999999999999,0.0045899999999999,1
Me Vs Me,DJ Challenge X,2020-11-10,0.847,0.691,0.436,131.126,-6.1739999999999995,0.0464,2
Party Girl,DJ Challenge X,2020-11-10,0.764,0.623,0.762,129.961,-8.847999999999999,0.0755,10
Be Kind,DJ Challenge X,2020-11-10,0.657,0.574,0.148,94.105,-3.5869999999999997,0.00355,3
Play Date,DJ Challenge X,2020-11-10,0.77,0.57,0.358,123.938,-8.459,0.166,4
After Party,DJ Challenge X,2020-11-10,0.68,0.705,0.893,81.476,-6.499,0.0206,12
The Karen Song,Gill the ILL,2020-07-01,0.684,0.547,0.6509999999999999,100.041,-8.383,0.602,19
Dynamite - Female Version,Gill the ILL,2020-10-15,0.818,0.654,0.615,114.133,-6.6579999999999995,0.0548,17
Blueberry Faygo (Female),Gill the ILL,2020-07-28,0.845,0.6729999999999999,0.47,99.061,-5.932,0.015,16
Heather - Female Version,Gill the ILL,2020-10-13,0.321,0.3989999999999999,0.1369999999999999,137.983,-9.651,0.3289999999999999,19
Blinding Lights,The Weeknd,2020-03-20,0.514,0.73,0.3339999999999999,171.005,-5.934,0.00146,94
Lemonade - Female Version,Gill the ILL,2020-10-14,0.8,0.54,0.439,139.966,-7.194,0.181,7
Wonder - Female Version,Gill the ILL,2020-10-14,0.625,0.467,0.179,139.431,-7.877999999999999,0.027,7
Nobodys Love - Female Version,Gill the ILL,2020-08-01,0.67,0.583,0.095,93.937,-3.883,0.27,14
Unsteady (Female),Gill the ILL,2020-07-30,0.662,0.358,0.3779999999999999,119.916,-9.374,0.423,9
Blinding Lights (Female),Gill the ILL,2020-07-29,0.65,0.747,0.67,171.03099999999998,-3.778,0.19,13
Come and Go (Female),Gill the ILL,2020-07-28,0.6659999999999999,0.83,0.45,144.923,-2.85,0.00792,9
Life's a Mess (Female),Gill the ILL,2020-07-28,0.545,0.512,0.195,71.521,-9.22,0.108,9
Don't Leave Me (Think About It Challenge),Gill the ILL,2020-07-24,0.889,0.639,0.904,87.007,-7.188,0.133,10
I Don't Understand,Gill the ILL,2020-07-24,0.955,0.769,0.7929999999999999,129.99200000000002,-8.466000000000001,0.0806,10
No Justice No Peace,Gill the ILL,2020-07-02,0.602,0.732,0.893,204.567,-6.5920000000000005,0.0417,9
Damn Boi He Thicc,Gill the ILL,2020-07-01,0.835,0.495,0.693,116.054,-7.705,0.743,13
Don't Worry About It Sweetheart (What You Got On),Gill the ILL,2020-07-01,0.85,0.568,0.755,149.78799999999998,-9.038,0.0303,9
Its Corona Time,DJ Quarantine,2020-05-18,0.899,0.757,0.703,121.032,-5.257999999999999,0.25,16
Joe Exotic Vs Carole Baskin (Rap Battle),DJ Quarantine,2020-05-18,0.779,0.727,0.456,175.877,-3.719,0.358,17
I Got You,Bazzi,2020-04-17,0.67,0.529,0.361,161.034,-7.254,0.125,62
Thicker Than a Snicker,DJ Quarantine,2020-05-18,0.897,0.562,0.7659999999999999,95.042,-7.601,0.067,26
Say So (EDM Remix) [TikTok Dance],Remix Kingz,2020-03-05,0.856,0.6920000000000001,0.614,122.995,-6.135,0.002,27
Fuck This Job,DJ Quarantine,2020-05-14,0.9,0.6809999999999999,0.594,143.931,-8.882,0.00945,26
I'm the One - Marimba Remix,The Marimba Squad,2017-05-03,0.767,0.926,0.8490000000000001,162.01,-6.898,0.368,3
